Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Perez,8,13.722,82,23.64,84,0.58,84,0.661,76,0.0,1,0.573,81,0.0,1,27.388,89,0.25,63,0.0,1,0.0121,1,PZ33,PZ33_Perez_8,PZ33_Perez_8,0.4347751539240901,81,Others
Das,5,13.315,80,18.489,79,0.72,48,0.772,44,0.0,1,0.722,47,7.55,59,32.728,97,0.281,47,0.0,1,0.006572,7,PZ33,PZ33_Das_5,PZ33_Das_5,0.5212563377649011,64,Others
Nithin,1,5.538,23,8.472,34,0.654,74,0.519,87,-1.0,50,0.715,50,0.69,23,21.719,55,0.319,26,0.0,1,5.209e-12,7,PZ33,PZ33_Nithin_1,PZ33_Nithin_1,0.5399542045374892,54,Others
Perez,10,12.485,79,20.826,81,0.6,82,0.745,54,0.0,1,0.578,80,0.0,1,26.049,79,0.217,82,0.0,1,0.001637,0,PZ33,PZ33_Perez_10,PZ33_Perez_10,0.4493432678258608,77,Others
Xiao,2,5.422,22,7.488,24,0.724,45,0.788,41,-1.0,50,0.711,51,0.0,1,25.35,76,0.332,20,0.0,1,3.33e-12,5,PZ33,PZ33_Xiao_2,PZ33_Xiao_2,0.5592555663725152,49,Others
Bujnicki,5,5.32,20,6.811,19,0.781,19,0.71,65,-1.0,50,0.822,8,4.12,50,19.264,36,0.285,44,0.0,1,2.231e-12,2,PZ33,PZ33_Bujnicki_5,PZ33_Bujnicki_5,0.6016500139634468,24,Others
Dfold2,7,4.127,6,6.009,10,0.687,64,0.668,73,0.0,1,0.717,48,113.17,84,16.773,15,0.35,10,0.0,1,1.671e-14,1,PZ33,PZ33_Dfold2_7,PZ33_Dfold2_7,0.6213623256176448,15,Others
Dfold2,1,4.204,7,6.8,18,0.618,79,0.645,78,0.0,1,0.64,71,107.22,83,18.819,32,0.338,15,0.0,1,2.326e-14,3,PZ33,PZ33_Dfold2_1,PZ33_Dfold2_1,0.6154051916635653,21,Others
Dfold2,2,4.365,8,6.727,16,0.649,76,0.667,74,0.0,1,0.667,62,80.41,81,17.004,19,0.27,52,0.0,1,4.602e-14,5,PZ33,PZ33_Dfold2_2,PZ33_Dfold2_2,0.6183953302138617,18,Others
FARFAR2,8,4.424,9,5.804,6,0.762,32,0.714,62,-1.0,50,0.791,23,2.06,37,19.571,40,0.303,28,0.0,1,5.879e-14,7,PZ33,PZ33_FARFAR2_8,PZ33_FARFAR2_8,0.625692189069838,11,Others
Nithin,4,4.461,10,6.301,14,0.708,51,0.667,74,-1.0,50,0.736,42,0.0,1,18.363,31,0.351,9,0.0,1,6.867e-14,1,PZ33,PZ33_Nithin_4,PZ33_Nithin_4,0.5659613436209181,46,Others
Chen,8,4.514,11,5.924,7,0.762,32,0.815,34,-1.0,50,0.753,34,0.0,1,17.475,22,0.298,29,0.0,1,8.56e-14,1,PZ33,PZ33_Chen_8,PZ33_Chen_8,0.5605584132179877,48,Others
Das,2,4.569,12,5.796,5,0.788,12,0.889,14,0.0,1,0.783,27,9.61,70,23.851,70,0.267,55,0.0,1,1.077e-13,7,PZ33,PZ33_Das_2,PZ33_Das_2,0.6194498313823532,16,Others
Xiao,3,4.645,13,6.004,9,0.774,21,0.759,45,-1.0,50,0.789,24,0.69,23,24.439,73,0.335,16,0.0,1,1.476e-13,1,PZ33,PZ33_Xiao_3,PZ33_Xiao_3,0.5921927363416725,30,Others
FARFAR2,2,4.767,14,6.058,11,0.787,13,0.713,64,0.0,1,0.836,3,1.37,29,14.09,1,0.377,1,0.0,1,2.434e-13,1,PZ33,PZ33_FARFAR2_2,PZ33_FARFAR2_2,0.6343387109344556,7,Others
Dokholyan,1,4.831,15,6.865,20,0.704,54,0.759,45,0.0,1,0.701,56,135.12,86,20.936,50,0.226,77,0.0,1,3.166e-13,5,PZ33,PZ33_Dokholyan_1,PZ33_Dokholyan_1,0.5743589642935653,37,Others
ARES,5,4.871,16,6.104,12,0.798,8,0.735,57,0.0,1,0.841,1,0.69,23,15.894,4,0.344,13,0.0,1,3.722e-13,1,PZ33,PZ33_ARES_5,PZ33_ARES_5,0.6185955888083547,17,Others
ARES,3,5.042,17,6.448,15,0.782,17,0.733,59,0.0,1,0.821,9,6.18,56,14.478,2,0.355,6,0.0,1,7.414e-13,5,PZ33,PZ33_ARES_3,PZ33_ARES_3,0.5719310366485569,39,Others
Chen,5,5.272,18,6.21,13,0.849,2,0.929,4,-1.0,50,0.829,6,0.0,1,22.14,58,0.296,34,0.0,1,1.847e-12,7,PZ33,PZ33_Chen_5,PZ33_Chen_5,0.5702625450750407,43,Others
Bujnicki,1,5.303,19,7.256,21,0.731,44,0.759,45,-1.0,50,0.73,43,0.69,23,23.715,67,0.251,62,0.0,1,2.093e-12,1,PZ33,PZ33_Bujnicki_1,PZ33_Bujnicki_1,0.5804302080897825,35,Others
Xiao,1,5.418,21,6.728,17,0.805,6,0.856,19,-1.0,50,0.8,14,1.37,29,26.075,80,0.359,4,0.0,1,3.276e-12,3,PZ33,PZ33_Xiao_1,PZ33_Xiao_1,0.6002705929785387,26,Others
Ding,6,12.37,78,16.286,75,0.76,34,0.856,19,-1.0,50,0.726,45,9.61,70,25.031,75,0.183,88,0.0,1,0.001328,2,PZ33,PZ33_Ding_6,PZ33_Ding_6,0.4085801501846278,86,Others
Perez,3,11.855,77,22.825,83,0.519,86,0.655,77,0.0,1,0.521,88,0.0,1,26.894,87,0.254,59,0.0,1,0.000499,1,PZ33,PZ33_Perez_3,PZ33_Perez_3,0.4223638064063596,83,Others
FARFAR2,4,7.364,53,9.838,51,0.748,37,0.69,70,-1.0,50,0.781,28,1.37,29,19.05,35,0.356,5,0.0,1,3.604e-09,7,PZ33,PZ33_FARFAR2_4,PZ33_FARFAR2_4,0.6049381994906423,22,Others
Chen,2,7.316,52,10.442,54,0.701,55,0.929,4,0.0,1,0.63,76,0.0,1,20.265,45,0.248,64,0.0,1,3.07e-09,4,PZ33,PZ33_Chen_2,PZ33_Chen_2,0.5381525640433169,56,Others
Perez,1,7.289,51,10.598,56,0.688,63,0.897,11,-1.0,50,0.609,78,2.09,38,20.045,44,0.243,69,0.0,1,2.807e-09,0,PZ33,PZ33_Perez_1,PZ33_Perez_1,0.5196216427101581,66,Others
FARFAR2,7,7.282,50,9.219,45,0.79,9,0.759,45,0.0,1,0.823,7,0.0,1,16.296,10,0.322,23,0.0,1,2.743e-09,2,PZ33,PZ33_FARFAR2_7,PZ33_FARFAR2_7,0.5767039283830329,36,Others
ARES,6,7.159,49,9.744,50,0.735,43,0.689,71,0.0,1,0.774,30,7.55,59,20.482,47,0.29,37,0.0,1,1.819e-09,2,PZ33,PZ33_ARES_6,PZ33_ARES_6,0.5725323486517516,38,Others
Chen,3,7.139,48,9.038,41,0.79,9,0.929,4,-1.0,50,0.746,38,0.0,1,19.702,41,0.266,56,0.0,1,1.7e-09,1,PZ33,PZ33_Chen_3,PZ33_Chen_3,0.5676584054243629,45,Others
Chen,6,7.087,47,9.347,46,0.758,35,0.966,1,0.0,1,0.696,57,0.0,1,20.397,46,0.248,64,0.0,1,1.425e-09,5,PZ33,PZ33_Chen_6,PZ33_Chen_6,0.5404013440944635,53,Others
Perez,2,7.083,46,12.084,58,0.586,83,0.741,55,0.0,1,0.543,83,2.1,39,26.539,84,0.286,42,0.0,1,1.407e-09,7,PZ33,PZ33_Perez_2,PZ33_Perez_2,0.5209350685763686,65,Others
FARFAR2,5,7.007,45,9.089,42,0.771,27,0.815,34,0.0,1,0.785,25,2.75,41,16.824,16,0.247,66,0.0,1,1.088e-09,1,PZ33,PZ33_FARFAR2_5,PZ33_FARFAR2_5,0.6015197568389058,25,Others
FARFAR2,6,6.905,44,9.037,40,0.764,30,0.869,17,0.0,1,0.753,34,3.43,47,16.915,18,0.286,42,0.0,1,7.667e-10,1,PZ33,PZ33_FARFAR2_6,PZ33_FARFAR2_6,0.6362832203257736,5,Others
ARES,8,6.748,43,7.895,29,0.855,1,0.929,4,-1.0,50,0.838,2,7.55,59,18.144,29,0.331,21,0.0,1,4.449e-10,1,PZ33,PZ33_ARES_8,PZ33_ARES_8,0.6451250876782791,4,Others
ARES,7,6.711,42,8.708,37,0.771,27,0.759,45,0.0,1,0.795,20,1.37,29,17.097,20,0.298,29,0.0,1,3.908e-10,5,PZ33,PZ33_ARES_7,PZ33_ARES_7,0.5848322237226392,33,Others
ARES,9,6.673,41,8.626,36,0.774,21,0.897,11,0.0,1,0.747,37,4.8,51,17.653,24,0.284,45,0.0,1,3.421e-10,1,PZ33,PZ33_ARES_9,PZ33_ARES_9,0.5920290702205596,31,Others
Chen,1,6.639,40,9.218,44,0.72,48,0.907,10,-1.0,50,0.648,69,0.0,1,26.193,81,0.227,76,0.0,1,3.027e-10,7,PZ33,PZ33_Chen_1,PZ33_Chen_1,0.5334295193812939,57,Others
Chen,4,6.606,39,9.123,43,0.724,45,0.966,1,0.0,1,0.649,68,0.0,1,22.502,62,0.281,47,0.0,1,2.701e-10,5,PZ33,PZ33_Chen_4,PZ33_Chen_4,0.5333707565241969,58,Others
Dfold2,5,6.558,38,8.791,38,0.746,38,0.759,45,0.0,1,0.76,33,231.09,89,17.755,26,0.278,49,0.0,1,2.275e-10,1,PZ33,PZ33_Dfold2_5,PZ33_Dfold2_5,0.6241524433013794,13,Others
Das,8,6.503,36,8.283,31,0.785,14,0.815,34,0.0,1,0.795,20,0.0,1,16.562,12,0.335,16,0.0,1,1.872e-10,1,PZ33,PZ33_Das_8,PZ33_Das_8,0.5976755513989557,27,Others
ARES,4,6.503,36,8.283,31,0.785,14,0.815,34,0.0,1,0.795,20,0.0,1,16.562,12,0.335,16,0.0,1,1.872e-10,1,PZ33,PZ33_ARES_4,PZ33_ARES_4,0.5976755513989557,27,Others
Chen,7,6.482,35,9.352,47,0.693,59,0.828,27,0.0,1,0.657,65,0.0,1,25.517,77,0.226,77,0.0,1,1.736e-10,7,PZ33,PZ33_Chen_7,PZ33_Chen_7,0.5261259998286565,61,Others
Nithin,3,6.41,34,9.469,48,0.677,66,0.596,84,-1.0,50,0.717,48,0.0,1,19.299,38,0.231,74,0.0,1,1.344e-10,5,PZ33,PZ33_Nithin_3,PZ33_Nithin_3,0.5014563640360519,68,Others
ARES,10,6.311,33,8.112,30,0.778,20,0.759,45,-1.0,50,0.796,18,2.75,41,18.129,28,0.345,12,0.0,1,9.378e-11,6,PZ33,PZ33_ARES_10,PZ33_ARES_10,0.6301375672799617,8,Others
FARFAR2,10,7.655,54,9.701,49,0.789,11,0.716,61,0.0,1,0.836,3,1.37,29,17.393,21,0.369,3,0.0,1,9.301e-09,5,PZ33,PZ33_FARFAR2_10,PZ33_FARFAR2_10,0.5857998618220644,32,Others
Das,1,7.7,55,10.326,53,0.746,38,0.845,25,0.0,1,0.737,41,4.8,51,23.729,68,0.298,29,0.0,1,1.075e-08,1,PZ33,PZ33_Das_1,PZ33_Das_1,0.5710642194684747,40,Others
Xiao,5,7.951,56,11.003,57,0.723,47,0.694,69,-1.0,50,0.743,40,18.53,79,33.667,99,0.324,22,0.0,1,2.384e-08,7,PZ33,PZ33_Xiao_5,PZ33_Xiao_5,0.5708057820665592,41,Others
Szachniuk,1,7.956,57,9.944,52,0.8,7,0.933,3,0.0,1,0.766,31,8.92,68,27.994,93,0.297,33,0.0,1,2.419e-08,5,PZ33,PZ33_Szachniuk_1,PZ33_Szachniuk_1,0.5952426749992149,29,Others
Szachniuk,5,11.8,76,16.031,74,0.736,42,0.82,29,0.0,1,0.725,46,10.3,73,23.894,71,0.288,39,0.0,1,0.0004479,2,PZ33,PZ33_Szachniuk_5,PZ33_Szachniuk_5,0.5479605610202625,52,Others
Szachniuk,4,11.545,75,14.926,71,0.774,21,0.741,55,-1.0,50,0.797,17,2.75,41,23.312,65,0.295,35,0.0,1,0.0002671,4,PZ33,PZ33_Szachniuk_4,PZ33_Szachniuk_4,0.5392809279541568,55,Others
Perez,5,11.196,74,16.676,76,0.671,69,0.856,19,-1.0,50,0.609,78,0.7,28,28.428,95,0.238,70,0.0,1,0.0001275,2,PZ33,PZ33_Perez_5,PZ33_Perez_5,0.4734927234927235,75,Others
Ding,5,10.433,73,14.961,72,0.697,58,0.82,29,-1.0,50,0.654,67,13.73,76,21.859,57,0.197,86,0.0,1,2.245e-05,2,PZ33,PZ33_Ding_5,PZ33_Ding_5,0.4584315946256245,76,Others
Szachniuk,2,9.963,72,14.063,65,0.708,51,0.889,14,-1.0,50,0.642,70,15.1,78,26.38,83,0.271,51,0.0,1,7.063e-06,7,PZ33,PZ33_Szachniuk_2,PZ33_Szachniuk_2,0.5178781435703327,67,Others
Das,6,9.877,71,14.797,70,0.668,70,0.735,57,0.0,1,0.686,58,9.61,70,28.011,94,0.289,38,0.0,1,5.677e-06,2,PZ33,PZ33_Das_6,PZ33_Das_6,0.5254580786297204,62,Others
Ding,7,9.74,70,14.115,66,0.69,61,0.816,32,0.0,1,0.662,63,6.86,58,24.161,72,0.172,89,0.0,1,3.99e-06,3,PZ33,PZ33_Ding_7,PZ33_Ding_7,0.427102716784518,82,Others
Chen,9,9.69,69,13.487,61,0.718,50,0.786,43,-1.0,50,0.703,55,0.0,1,23.46,66,0.233,72,0.0,1,3.503e-06,7,PZ33,PZ33_Chen_9,PZ33_Chen_9,0.5324598705577233,59,Others
Xiao,4,9.561,67,12.829,60,0.745,41,0.621,81,-1.0,50,0.806,13,0.69,23,34.023,100,0.226,77,0.0,1,2.492e-06,2,PZ33,PZ33_Xiao_4,PZ33_Xiao_4,0.5651336612157508,47,Others
Das,7,9.457,66,14.303,67,0.661,71,0.845,25,0.0,1,0.631,75,7.55,59,27.375,88,0.305,27,0.0,1,1.89e-06,1,PZ33,PZ33_Das_7,PZ33_Das_7,0.5297073493882004,60,Others
Dokholyan,2,9.344,65,14.354,69,0.651,75,0.623,79,-1.0,50,0.67,61,1.4,35,26.556,85,0.231,74,0.0,1,1.391e-06,5,PZ33,PZ33_Dokholyan_2,PZ33_Dokholyan_2,0.4817483434349778,72,Others
Chen,10,9.31,64,13.832,64,0.673,67,0.8,40,0.0,1,0.639,72,0.0,1,20.719,48,0.288,39,0.0,1,1.269e-06,2,PZ33,PZ33_Chen_10,PZ33_Chen_10,0.5484163124088497,51,Others
Ding,1,9.238,63,15.159,73,0.609,80,0.806,38,-1.0,50,0.533,86,8.24,66,28.503,96,0.197,86,0.0,1,1.042e-06,7,PZ33,PZ33_Ding_1,PZ33_Ding_1,0.4455867348925598,78,Others
Perez,7,9.049,62,13.811,63,0.655,73,0.671,72,-1.0,50,0.658,64,2.11,40,27.549,90,0.334,19,0.0,1,6.183e-07,6,PZ33,PZ33_Perez_7,PZ33_Perez_7,0.4760799494147221,74,Others
Ding,4,9.044,61,14.353,68,0.63,77,0.816,32,-1.0,50,0.563,82,8.24,66,23.841,69,0.226,77,0.0,1,6.094e-07,5,PZ33,PZ33_Ding_4,PZ33_Ding_4,0.4430310429293722,79,Others
Das,10,8.51,60,12.639,59,0.673,67,0.889,14,0.0,1,0.638,74,7.55,59,24.494,74,0.269,54,0.0,1,1.306e-07,7,PZ33,PZ33_Das_10,PZ33_Das_10,0.5817795587124309,34,Others
Perez,9,8.467,59,16.998,77,0.498,87,0.572,85,0.0,1,0.495,89,1.39,34,26.306,82,0.253,60,0.0,1,1.151e-07,0,PZ33,PZ33_Perez_9,PZ33_Perez_9,0.4788809161356456,73,Others
ARES,2,8.164,58,10.551,55,0.774,21,0.733,59,0.0,1,0.811,12,4.8,51,18.043,27,0.245,68,0.0,1,4.605e-08,2,PZ33,PZ33_ARES_2,PZ33_ARES_2,0.5545757439414156,50,Others
Das,4,9.679,68,13.733,62,0.705,53,0.828,27,0.0,1,0.676,59,5.49,54,27.683,91,0.287,41,0.0,1,3.397e-06,6,PZ33,PZ33_Das_4,PZ33_Das_4,0.5694410172575993,44,Others
Chen,1,9.745,8,13.136,7,0.742,6,0.926,26,0.0,1,0.721,4,0.51,6,31.722,51,0.352,11,0.0,1,9.551e-12,0,PZ37,PZ37_Chen_1,PZ37_Chen_1,0.5768938152860229,2,Others
Szachniuk,1,9.37,7,13.821,9,0.678,31,0.889,35,-1.0,39,0.628,38,6.62,22,29.814,33,0.251,48,0.0,1,2.242e-12,0,PZ37,PZ37_Szachniuk_1,PZ37_Szachniuk_1,0.4849519361592243,12,Others
Szachniuk,3,9.877,9,13.326,8,0.741,8,0.964,2,0.0,1,0.702,13,14.77,33,30.075,35,0.327,32,0.0,1,1.576e-11,0,PZ37,PZ37_Szachniuk_3,PZ37_Szachniuk_3,0.4798054122494766,16,Others
Dokholyan,2,18.633,54,54.833,66,0.34,71,0.0,55,0.0,1,0.459,70,0.51,6,32.243,54,0.188,61,0.0,1,0.03795,1,PZ37,PZ37_Dokholyan_2,PZ37_Dokholyan_2,0.2441681236771878,68,Others
Dokholyan,3,17.132,53,42.352,54,0.405,66,0.0,55,-1.0,39,0.578,56,0.52,14,32.824,59,0.204,59,0.0,1,0.004542,1,PZ37,PZ37_Dokholyan_3,PZ37_Dokholyan_3,0.2635056248274592,62,Others
Xiao,2,16.773,52,31.621,50,0.53,48,0.676,42,-1.0,39,0.507,68,2.55,20,38.832,82,0.203,60,0.0,1,0.002493,1,PZ37,PZ37_Xiao_2,PZ37_Xiao_2,0.3500894336063311,51,Others
DasSWMapo,4,16.562,51,26.469,45,0.626,39,0.897,29,0.0,1,0.588,49,16.29,40,29.235,26,0.346,13,0.0,1,0.001719,1,PZ37,PZ37_DasSWMapo_4,PZ37_DasSWMapo_4,0.4205493121376645,40,Others
Xiao,6,16.498,49,32.213,51,0.512,50,0.472,45,-1.0,39,0.542,63,14.27,31,35.315,74,0.241,49,0.0,1,0.001533,1,PZ37,PZ37_Xiao_6,PZ37_Xiao_6,0.3593074215514861,49,Others
Xiao,1,16.498,49,32.213,51,0.512,50,0.472,45,-1.0,39,0.542,63,14.27,31,35.315,74,0.241,49,0.0,1,0.001533,1,PZ37,PZ37_Xiao_1,PZ37_Xiao_1,0.3593074215514861,49,Others
DasFARFAR2apo,2,16.315,48,21.987,36,0.742,6,0.935,17,-1.0,39,0.704,12,13.75,27,26.379,5,0.336,22,0.0,1,0.001097,1,PZ37,PZ37_DasFARFAR2apo_2,PZ37_DasFARFAR2apo_2,0.4497130072697156,27,Others
Yang,4,15.89,47,28.404,47,0.559,47,0.707,40,-1.0,39,0.538,65,15.27,37,36.95,78,0.261,47,0.0,1,0.0004857,0,PZ37,PZ37_Yang_4,PZ37_Yang_4,0.3786644860695384,47,Others
DasFARFAR2apo,5,15.764,46,22.034,37,0.715,21,0.964,2,0.0,1,0.675,19,20.37,51,25.66,4,0.363,6,0.0,1,0.0003781,1,PZ37,PZ37_DasFARFAR2apo_5,PZ37_DasFARFAR2apo_5,0.4482996112082451,28,Others
Yang,8,15.702,45,26.585,46,0.591,42,0.463,47,-1.0,39,0.651,31,13.75,27,36.633,77,0.241,49,0.0,1,0.0003332,0,PZ37,PZ37_Yang_8,PZ37_Yang_8,0.3412907543051984,52,Others
Chen,9,15.349,44,21.238,35,0.723,13,0.964,2,-1.0,39,0.675,19,0.51,6,27.471,12,0.346,13,0.0,1,0.0001595,0,PZ37,PZ37_Chen_9,PZ37_Chen_9,0.4672938197286655,20,Others
Dokholyan,1,18.908,55,50.221,64,0.377,69,0.0,55,-1.0,39,0.514,67,2.06,19,32.131,52,0.235,53,0.0,1,0.05243,1,PZ37,PZ37_Dokholyan_1,PZ37_Dokholyan_1,0.2655703621054568,61,Others
Dfold,6,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,PZ37_Dfold_6,PZ37_Dfold_6,0.2981277037645843,55,Others
Dfold,7,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,PZ37_Dfold_7,PZ37_Dfold_7,0.2981277037645843,55,Others
Dfold,8,19.025,56,45.277,58,0.42,61,0.0,55,0.0,1,0.562,60,120.22,64,31.214,43,0.188,61,0.0,1,0.05973,0,PZ37,PZ37_Dfold_8,PZ37_Dfold_8,0.2981277037645843,55,Others
Dfold,5,25.446,73,59.208,68,0.43,59,0.0,55,-1.0,39,0.578,56,107.2,62,34.178,67,0.226,55,0.0,1,0.9778,0,PZ37,PZ37_Dfold_5,PZ37_Dfold_5,0.2385615833578604,71,Others
Zhou,1,26.083,74,176.131,75,0.148,75,-1.0,74,0.0,1,0.18,75,111.0,63,29.596,32,0.188,61,0.0,1,0.991,0,PZ37,PZ37_Zhou_1,PZ37_Zhou_1,0.2350852154404047,73,Others
Dfold,10,31.956,75,73.913,72,0.432,58,0.0,55,-1.0,39,0.601,45,158.67,74,34.044,66,0.184,67,0.0,1,1.0,0,PZ37,PZ37_Dfold_10,PZ37_Dfold_10,0.2484492400304321,65,Others
Dfold,1,23.679,70,61.45,69,0.385,67,0.0,55,-1.0,39,0.518,66,127.8,68,32.712,58,0.214,57,0.0,1,0.8482,1,PZ37,PZ37_Dfold_1,PZ37_Dfold_1,0.2422141000276065,69,Others
Dokholyan,5,23.655,69,96.481,74,0.245,74,0.0,55,0.0,1,0.308,74,1.03,16,42.055,84,0.182,69,0.0,1,0.845,1,PZ37,PZ37_Dokholyan_5,PZ37_Dokholyan_5,0.2035635409956749,75,Others
Yang,10,23.106,68,64.899,71,0.356,70,0.371,48,-1.0,39,0.366,72,22.43,53,34.979,72,0.149,74,0.0,1,0.7612,0,PZ37,PZ37_Yang_10,PZ37_Yang_10,0.2447243617866087,67,Others
Dfold,4,22.971,67,44.088,56,0.521,49,0.267,54,-1.0,39,0.628,38,140.23,70,31.215,47,0.15,73,0.0,1,0.7374,0,PZ37,PZ37_Dfold_4,PZ37_Dfold_4,0.3153346142953135,53,Others
Yang,9,15.239,43,39.548,53,0.385,67,-1.0,74,-1.0,39,0.455,71,50.41,57,57.454,85,0.115,75,0.0,1,0.0001261,0,PZ37,PZ37_Yang_9,PZ37_Yang_9,0.3149694845979131,54,Others
Dfold,2,21.261,65,47.564,62,0.447,55,0.0,55,-1.0,39,0.595,47,156.5,73,30.578,39,0.238,52,0.0,1,0.3765,1,PZ37,PZ37_Dfold_2,PZ37_Dfold_2,0.2822147901904849,59,Others
Xiao,4,21.155,64,64.49,70,0.328,72,0.0,55,0.0,1,0.464,69,0.0,1,37.021,79,0.215,56,0.0,1,0.3544,1,PZ37,PZ37_Xiao_4,PZ37_Xiao_4,0.2412636882304223,70,Others
Dfold,3,21.14,63,45.873,61,0.461,54,0.0,55,0.0,1,0.613,41,152.98,71,34.381,69,0.181,70,0.0,1,0.3513,0,PZ37,PZ37_Dfold_3,PZ37_Dfold_3,0.2462293070032709,66,Others
Dfold,9,20.004,62,48.447,63,0.413,65,0.0,55,0.0,1,0.578,56,153.85,72,33.803,65,0.21,58,0.0,1,0.1555,1,PZ37,PZ37_Dfold_9,PZ37_Dfold_9,0.2679356078034416,60,Others
Dfold,11,19.779,61,44.886,57,0.441,56,0.0,55,-1.0,39,0.579,55,103.57,61,28.59,21,0.186,66,0.0,1,0.1276,1,PZ37,PZ37_Dfold_11,PZ37_Dfold_11,0.295733355571915,58,Others
Yang,5,19.541,60,25.665,44,0.761,2,0.802,39,-1.0,39,0.777,1,73.1,59,23.287,1,0.342,16,0.0,1,0.102,0,PZ37,PZ37_Yang_5,PZ37_Yang_5,0.4284331909836566,39,Others
Xiao,3,19.036,59,43.875,55,0.434,57,0.0,55,-1.0,39,0.586,50,2.04,18,34.242,68,0.183,68,0.0,1,0.06044,0,PZ37,PZ37_Xiao_3,PZ37_Xiao_3,0.2539983784354123,63,Others
Ding,1,21.374,66,50.943,65,0.42,61,0.0,55,0.0,1,0.585,51,9.16,24,29.416,29,0.229,54,0.0,1,0.4006,0,PZ37,PZ37_Ding_1,PZ37_Ding_1,0.2534555430297712,64,Others
Dokholyan,4,24.006,71,84.624,73,0.284,73,0.0,55,0.0,1,0.362,73,1.03,16,40.664,83,0.152,72,0.0,1,0.8869,0,PZ37,PZ37_Dokholyan_4,PZ37_Dokholyan_4,0.2083460596535849,74,Others
DasFARFAR2apo,4,15.228,41,22.654,39,0.672,32,0.929,20,0.0,1,0.631,36,15.78,38,27.02,8,0.329,27,0.0,1,0.000123,1,PZ37,PZ37_DasFARFAR2apo_4,PZ37_DasFARFAR2apo_4,0.4436438874574399,35,Others
DasARESapo,5,15.179,40,23.547,42,0.645,38,0.897,29,-1.0,39,0.584,52,18.84,48,30.489,37,0.339,18,0.0,1,0.0001107,1,PZ37,PZ37_DasARESapo_5,PZ37_DasARESapo_5,0.4394425209349406,38,Others
DiMaio,1,12.947,20,17.709,15,0.731,11,0.806,38,-1.0,39,0.736,3,0.0,1,27.693,16,0.317,35,0.0,1,4.038e-07,0,PZ37,PZ37_DiMaio_1,PZ37_DiMaio_1,0.3886701504389886,44,Others
DasFARFAR2ARESholo,1,12.894,19,18.16,20,0.71,23,0.897,29,0.0,1,0.682,16,16.29,40,25.162,2,0.327,32,0.0,1,3.472e-07,0,PZ37,PZ37_DasFARFAR2ARESholo_1,PZ37_DasFARFAR2ARESholo_1,0.4440907298706635,33,Others
Yang,7,12.35,18,20.93,33,0.59,43,0.655,43,-1.0,39,0.603,43,25.46,56,38.582,80,0.285,43,0.0,1,7.002e-08,0,PZ37,PZ37_Yang_7,PZ37_Yang_7,0.4438741510387454,34,Others
Chen,8,12.333,17,17.209,14,0.717,20,0.964,2,0.0,1,0.675,19,0.51,6,30.954,41,0.335,23,0.0,1,6.643e-08,0,PZ37,PZ37_Chen_8,PZ37_Chen_8,0.5288868958700083,6,Others
DasARESapo,2,11.918,16,16.739,13,0.712,22,0.964,2,0.0,1,0.667,23,22.91,54,29.009,24,0.322,34,0.0,1,1.841e-08,0,PZ37,PZ37_DasARESapo_2,PZ37_DasARESapo_2,0.4778437078296024,17,Others
Yang,1,11.685,15,19.985,24,0.585,44,0.707,40,0.0,1,0.584,52,16.29,40,36.033,76,0.263,46,0.0,1,8.768e-09,0,PZ37,PZ37_Yang_1,PZ37_Yang_1,0.469108361608903,19,Others
DasSWMapo,2,11.683,14,17.932,17,0.652,36,0.964,2,0.0,1,0.616,40,14.26,30,27.76,17,0.335,23,0.0,1,8.711e-09,0,PZ37,PZ37_DasSWMapo_2,PZ37_DasSWMapo_2,0.4597482687576705,22,Others
Yang,6,11.413,13,19.718,23,0.579,45,0.606,44,0.0,1,0.603,43,20.88,52,34.603,70,0.286,42,0.0,1,3.608e-09,0,PZ37,PZ37_Yang_6,PZ37_Yang_6,0.4414515224381223,37,Others
Chen,5,11.41,12,15.213,11,0.75,5,0.964,2,-1.0,39,0.712,8,0.51,6,30.972,42,0.273,45,0.0,1,3.571e-09,0,PZ37,PZ37_Chen_5,PZ37_Chen_5,0.5325201446080201,5,Others
Szachniuk,2,11.377,11,15.728,12,0.723,13,0.964,2,-1.0,39,0.664,24,14.77,33,29.952,34,0.285,43,0.0,1,3.198e-09,0,PZ37,PZ37_Szachniuk_2,PZ37_Szachniuk_2,0.454121384105335,24,Others
Yang,2,10.335,10,14.349,10,0.72,16,0.889,35,-1.0,39,0.691,15,7.64,23,33.076,62,0.339,18,0.0,1,8.596e-11,0,PZ37,PZ37_Yang_2,PZ37_Yang_2,0.4903150389008902,10,Others
