ares_score,id,rms,file_path,PZ,ares_id
6.5885839,PZ11_Das_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_10_addH.pdb,PZ11,PZ11_Das_10
6.5384564,PZ11_Das_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_1_addH.pdb,PZ11,PZ11_Das_1
6.4467359,PZ11_Das_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_2_addH.pdb,PZ11,PZ11_Das_2
6.4302931,PZ11_Das_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_3_addH.pdb,PZ11,PZ11_Das_3
6.3008671,PZ11_Das_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_4_addH.pdb,PZ11,PZ11_Das_4
6.4452562,PZ11_Das_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_5_addH.pdb,PZ11,PZ11_Das_5
6.3150768,PZ11_Das_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_6_addH.pdb,PZ11,PZ11_Das_6
6.6095405,PZ11_Das_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_7_addH.pdb,PZ11,PZ11_Das_7
6.5651159,PZ11_Das_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_8_addH.pdb,PZ11,PZ11_Das_8
7.3543811,PZ11_Das_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Das_9_addH.pdb,PZ11,PZ11_Das_9
7.9398208,PZ11_Ding_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_10_addH.pdb,PZ11,PZ11_Ding_10
7.9173574,PZ11_Ding_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_1_addH.pdb,PZ11,PZ11_Ding_1
7.2016387,PZ11_Ding_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_2_addH.pdb,PZ11,PZ11_Ding_2
7.5646396,PZ11_Ding_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_3_addH.pdb,PZ11,PZ11_Ding_3
8.3441772,PZ11_Ding_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_4_addH.pdb,PZ11,PZ11_Ding_4
8.515501,PZ11_Ding_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_5_addH.pdb,PZ11,PZ11_Ding_5
7.8939366,PZ11_Ding_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_6_addH.pdb,PZ11,PZ11_Ding_6
7.522099,PZ11_Ding_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_7_addH.pdb,PZ11,PZ11_Ding_7
7.5021644,PZ11_Ding_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_8_addH.pdb,PZ11,PZ11_Ding_8
8.0813456,PZ11_Ding_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Ding_9_addH.pdb,PZ11,PZ11_Ding_9
7.1106868,PZ11_NMR_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_NMR_1_addH.pdb,PZ11,PZ11_NMR_1
7.4463878,PZ11_Xiao_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Xiao_1_addH.pdb,PZ11,PZ11_Xiao_1
7.8264961,PZ11_Xiao_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Xiao_2_addH.pdb,PZ11,PZ11_Xiao_2
7.2959967,PZ11_Xiao_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ11/PZ11_Xiao_3_addH.pdb,PZ11,PZ11_Xiao_3
10.4932156,PZ16a_3dRNAAS2_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_10_addH.pdb,PZ16a,PZ16a_3dRNAAS2_10
9.9177246,PZ16a_3dRNAAS2_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_1_addH.pdb,PZ16a,PZ16a_3dRNAAS2_1
9.5995007,PZ16a_3dRNAAS2_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_2_addH.pdb,PZ16a,PZ16a_3dRNAAS2_2
9.5995007,PZ16a_3dRNAAS2_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_3_addH.pdb,PZ16a,PZ16a_3dRNAAS2_3
9.9480667,PZ16a_3dRNAAS2_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_4_addH.pdb,PZ16a,PZ16a_3dRNAAS2_4
10.2816696,PZ16a_3dRNAAS2_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_5_addH.pdb,PZ16a,PZ16a_3dRNAAS2_5
8.5068398,PZ16a_3dRNAAS2_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_6_addH.pdb,PZ16a,PZ16a_3dRNAAS2_6
9.8170147,PZ16a_3dRNAAS2_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_7_addH.pdb,PZ16a,PZ16a_3dRNAAS2_7
9.8170147,PZ16a_3dRNAAS2_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_8_addH.pdb,PZ16a,PZ16a_3dRNAAS2_8
10.4932156,PZ16a_3dRNAAS2_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_3dRNAAS2_9_addH.pdb,PZ16a,PZ16a_3dRNAAS2_9
9.1758976,PZ16a_Chen_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_10_addH.pdb,PZ16a,PZ16a_Chen_10
8.7289295,PZ16a_Chen_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_1_addH.pdb,PZ16a,PZ16a_Chen_1
8.3073902,PZ16a_Chen_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_2_addH.pdb,PZ16a,PZ16a_Chen_2
9.9042377,PZ16a_Chen_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_3_addH.pdb,PZ16a,PZ16a_Chen_3
10.5969219,PZ16a_Chen_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_4_addH.pdb,PZ16a,PZ16a_Chen_4
10.2308083,PZ16a_Chen_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_5_addH.pdb,PZ16a,PZ16a_Chen_5
10.9683647,PZ16a_Chen_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_6_addH.pdb,PZ16a,PZ16a_Chen_6
10.5765781,PZ16a_Chen_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_7_addH.pdb,PZ16a,PZ16a_Chen_7
10.8712006,PZ16a_Chen_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_8_addH.pdb,PZ16a,PZ16a_Chen_8
9.9805126,PZ16a_Chen_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Chen_9_addH.pdb,PZ16a,PZ16a_Chen_9
7.9081807,PZ16a_Lee_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_10_addH.pdb,PZ16a,PZ16a_Lee_10
7.2561188,PZ16a_Lee_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_1_addH.pdb,PZ16a,PZ16a_Lee_1
6.3534136,PZ16a_Lee_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_2_addH.pdb,PZ16a,PZ16a_Lee_2
7.9107676,PZ16a_Lee_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_3_addH.pdb,PZ16a,PZ16a_Lee_3
6.2901878,PZ16a_Lee_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_4_addH.pdb,PZ16a,PZ16a_Lee_4
7.0429196,PZ16a_Lee_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_5_addH.pdb,PZ16a,PZ16a_Lee_5
7.6140084,PZ16a_Lee_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_6_addH.pdb,PZ16a,PZ16a_Lee_6
7.1105561,PZ16a_Lee_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_7_addH.pdb,PZ16a,PZ16a_Lee_7
8.4067669,PZ16a_Lee_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_8_addH.pdb,PZ16a,PZ16a_Lee_8
9.0005226,PZ16a_Lee_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_Lee_9_addH.pdb,PZ16a,PZ16a_Lee_9
7.9792175,PZ16a_RNAComposerAS1_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_1_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_1
8.0008087,PZ16a_RNAComposerAS1_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_2_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_2
7.8288746,PZ16a_RNAComposerAS1_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_3_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_3
7.7047191,PZ16a_RNAComposerAS1_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_4_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_4
7.6988001,PZ16a_RNAComposerAS1_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_5_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_5
7.994895,PZ16a_RNAComposerAS1_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_6_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_6
8.0971575,PZ16a_RNAComposerAS1_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_7_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_7
7.9370627,PZ16a_RNAComposerAS1_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_8_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_8
8.4038239,PZ16a_RNAComposerAS1_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS1_9_addH.pdb,PZ16a,PZ16a_RNAComposerAS1_9
8.7505245,PZ16a_RNAComposerAS2_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_10_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_10
8.5260372,PZ16a_RNAComposerAS2_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_1_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_1
9.5239983,PZ16a_RNAComposerAS2_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_2_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_2
8.7174511,PZ16a_RNAComposerAS2_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_3_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_3
8.1746597,PZ16a_RNAComposerAS2_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_4_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_4
8.4352341,PZ16a_RNAComposerAS2_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_5_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_5
8.3950005,PZ16a_RNAComposerAS2_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_6_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_6
7.9636517,PZ16a_RNAComposerAS2_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_7_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_7
8.2208748,PZ16a_RNAComposerAS2_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_8_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_8
7.8087263,PZ16a_RNAComposerAS2_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RNAComposerAS2_9_addH.pdb,PZ16a,PZ16a_RNAComposerAS2_9
6.1890779,PZ16a_RW3DAS1_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_10_addH.pdb,PZ16a,PZ16a_RW3DAS1_10
6.6189127,PZ16a_RW3DAS1_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_1_addH.pdb,PZ16a,PZ16a_RW3DAS1_1
6.4116001,PZ16a_RW3DAS1_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_2_addH.pdb,PZ16a,PZ16a_RW3DAS1_2
6.526607,PZ16a_RW3DAS1_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_3_addH.pdb,PZ16a,PZ16a_RW3DAS1_3
6.371109,PZ16a_RW3DAS1_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_4_addH.pdb,PZ16a,PZ16a_RW3DAS1_4
6.0199137,PZ16a_RW3DAS1_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_5_addH.pdb,PZ16a,PZ16a_RW3DAS1_5
7.5132113,PZ16a_RW3DAS1_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_6_addH.pdb,PZ16a,PZ16a_RW3DAS1_6
6.3275924,PZ16a_RW3DAS1_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_7_addH.pdb,PZ16a,PZ16a_RW3DAS1_7
6.1808596,PZ16a_RW3DAS1_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_8_addH.pdb,PZ16a,PZ16a_RW3DAS1_8
6.2925248,PZ16a_RW3DAS1_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS1_9_addH.pdb,PZ16a,PZ16a_RW3DAS1_9
7.4452176,PZ16a_RW3DAS2_10_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_10_addH.pdb,PZ16a,PZ16a_RW3DAS2_10
6.90025,PZ16a_RW3DAS2_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_1_addH.pdb,PZ16a,PZ16a_RW3DAS2_1
6.6729445,PZ16a_RW3DAS2_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_2_addH.pdb,PZ16a,PZ16a_RW3DAS2_2
6.5939851,PZ16a_RW3DAS2_3_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_3_addH.pdb,PZ16a,PZ16a_RW3DAS2_3
6.6624494,PZ16a_RW3DAS2_4_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_4_addH.pdb,PZ16a,PZ16a_RW3DAS2_4
6.2163353,PZ16a_RW3DAS2_5_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_5_addH.pdb,PZ16a,PZ16a_RW3DAS2_5
7.1888146,PZ16a_RW3DAS2_6_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_6_addH.pdb,PZ16a,PZ16a_RW3DAS2_6
7.3423691,PZ16a_RW3DAS2_7_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_7_addH.pdb,PZ16a,PZ16a_RW3DAS2_7
7.418786,PZ16a_RW3DAS2_8_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_8_addH.pdb,PZ16a,PZ16a_RW3DAS2_8
6.526176,PZ16a_RW3DAS2_9_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_RW3DAS2_9_addH.pdb,PZ16a,PZ16a_RW3DAS2_9
7.2568436,PZ16a_SimRNAAS1_1_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_SimRNAAS1_1_addH.pdb,PZ16a,PZ16a_SimRNAAS1_1
8.1297092,PZ16a_SimRNAAS1_2_addH.pdb,0,/home/bufan/projects/20231116_ares_PuzzleV/predicted_models/Puzzles/PZ16a/PZ16a_SimRNAAS1_2_addH.pdb,PZ16a,PZ16a_SimRNAAS1_2
