Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
Das,2,16.452,20,22.102,32,0.744,41,0.88,38,0.0,1,0.71,33,3.61,32,18.51,11,0.197,51,0.0,1,0.002141,0,PZ26tBox,60,Das,61.11080934893396
Bujnicki,2,16.428,19,20.937,18,0.785,14,0.851,47,-1.0,18,0.765,4,2.06,18,20.968,39,0.192,54,0.0,1,0.002051,0,PZ26tBox,60,Bujnicki,59.09175681911496
Das,1,16.356,18,20.956,19,0.78,16,0.929,7,0.0,1,0.729,16,2.06,18,16.821,3,0.252,11,0.0,1,0.001805,0,PZ26tBox,60,Das,60.60289839233982
Das,10,16.291,17,20.516,15,0.794,11,0.951,2,0.0,1,0.738,13,3.09,25,15.028,1,0.22,27,0.0,1,0.001608,0,PZ26tBox,60,Das,59.09274882980162
FARFAR2,2,16.286,15,21.309,21,0.764,28,0.88,38,0.0,1,0.729,16,2.58,21,18.549,13,0.234,15,0.0,1,0.001593,0,PZ26tBox,60,Das,58.76147417644154
FARFAR2,1,16.452,20,22.102,32,0.744,41,0.88,38,0.0,1,0.71,33,3.61,32,18.51,11,0.197,51,0.0,1,0.002141,0,PZ26tBox,60,Das,59.51456578249696
FARFAR2,3,2.531,15,2.942,15,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.068,27,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,69.19472107477937
FARFAR2,9,2.533,17,2.944,17,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.745,14,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,69.09356679593347
Das,6,2.544,18,2.957,19,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.748,15,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,70.72805653868318
FARFAR2,4,2.544,18,2.957,19,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.748,15,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,70.58645125339005
TFN,6,2.556,20,2.971,22,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.091,29,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,68.5967774354875
Das,9,2.571,21,2.961,21,0.868,22,1.0,1,0.894,14,0.809,22,1.33,20,15.669,4,0.653,38,0.0,1,0.0,0,PZ26tRNA,70,Das,68.63234677762593
TFN,9,2.619,25,3.071,27,0.853,48,1.0,1,0.894,14,0.788,48,1.33,20,16.006,23,0.659,30,0.0,1,0.0,0,PZ26tRNA,70,Das,69.65175866916283
Das,8,2.618,23,3.044,23,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.73,10,0.659,30,0.0,1,0.0,0,PZ26tRNA,70,Das,68.60494741174197
FARFAR2,7,2.618,23,3.044,23,0.86,27,1.0,1,0.894,14,0.8,27,0.89,13,15.73,10,0.659,30,0.0,1,0.0,0,PZ26tRNA,70,Das,70.4466858601069
Das,4,2.622,26,3.048,25,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.012,24,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,69.99002459491751
FARFAR2,2,2.622,26,3.048,25,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,16.012,24,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,69.16095294357888
Das,7,2.659,28,3.091,28,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.695,6,0.657,33,0.0,1,0.0,0,PZ26tRNA,70,Das,69.4938972603302
FARFAR2,6,2.659,28,3.091,28,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.695,6,0.657,33,0.0,1,0.0,0,PZ26tRNA,70,Das,68.75855428536354
Bujnicki,1,2.611,22,2.898,11,0.901,5,1.0,1,1.0,1,0.853,6,0.0,1,18.968,34,0.666,6,0.0,1,0.0,0,PZ26tRNA,70,Bujnicki,69.26932773395501
Das,5,2.531,15,2.942,15,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.068,27,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,68.85957474741562
Chen,1,4.16,48,4.717,43,0.882,11,1.0,1,1.0,1,0.823,16,5.32,44,23.249,51,0.662,12,0.0,1,0.0,0,PZ26tRNA,70,Chen,70.41011658706886
FARFAR2,8,2.522,13,2.948,18,0.855,46,1.0,1,0.894,14,0.793,46,1.33,20,15.736,12,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Das,70.42133179443258
Das,10,2.669,30,3.111,30,0.858,43,1.0,1,0.894,14,0.795,43,1.33,20,15.709,8,0.657,33,0.0,1,0.0,0,PZ26tRNA,70,Das,70.52569179539282
TFN,8,2.414,1,2.847,5,0.848,49,1.0,1,0.894,14,0.781,49,1.77,36,16.06,26,0.665,8,0.0,1,0.0,0,PZ26tRNA,70,Das,70.88001123172367
TFN,4,2.419,2,2.812,4,0.86,27,1.0,1,0.894,14,0.8,27,1.33,20,15.72,9,0.667,5,0.0,1,0.0,0,PZ26tRNA,70,Das,70.52308630684217
Bujnicki,2,2.427,3,2.694,1,0.901,5,1.0,1,1.0,1,0.853,6,0.0,1,18.738,33,0.679,3,0.0,1,0.0,0,PZ26tRNA,70,Bujnicki,71.34509183969979
FARFAR2,5,2.429,4,2.807,3,0.865,24,1.0,1,0.894,14,0.807,23,1.33,20,15.759,18,0.663,10,0.0,1,0.0,0,PZ26tRNA,70,Das,70.4930564106393
TFN,2,2.458,5,2.857,8,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,15.739,13,0.664,9,0.0,1,0.0,0,PZ26tRNA,70,Das,70.18409323687777
TFN,5,2.526,14,2.937,14,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,16.101,30,0.662,12,0.0,1,0.0,0,PZ26tRNA,70,Das,69.7317091500718
TFN,3,2.481,6,2.884,9,0.86,27,1.0,1,0.894,14,0.8,27,1.77,36,15.752,17,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,68.99861978498589
Adamiak,3,2.483,8,2.745,2,0.905,4,1.0,1,0.775,46,0.875,1,6.65,46,18.584,32,0.732,1,0.0,1,0.0,0,PZ26tRNA,70,Szachniuk,69.11842174760767
Das,2,2.483,8,2.852,6,0.87,19,1.0,1,0.894,14,0.814,20,1.33,20,15.384,1,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,68.72500565386031
FARFAR2,1,2.483,8,2.852,6,0.87,19,1.0,1,0.894,14,0.814,20,1.33,20,15.384,1,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,69.25176841801756
TFN,10,2.505,11,2.93,12,0.855,46,1.0,1,0.894,14,0.793,46,1.77,36,15.776,19,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,69.7625327112401
TFN,1,2.514,12,2.93,12,0.858,43,1.0,1,0.894,14,0.795,43,1.33,20,15.677,5,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,70.2540976991368
TFN,7,2.482,7,2.893,10,0.858,43,1.0,1,0.894,14,0.795,43,0.89,13,15.954,22,0.661,14,0.0,1,0.0,0,PZ26tRNA,70,Das,71.11314993698838
Adamiak,1,4.258,49,4.878,45,0.873,18,1.0,1,0.632,47,0.834,11,11.09,50,23.222,50,0.577,49,0.0,1,0.0,0,PZ26tRNA,70,Szachniuk,71.05756687712993
Das,3,2.811,32,3.211,32,0.876,16,1.0,1,0.894,14,0.821,17,0.89,13,15.935,20,0.651,40,0.0,1,0.0,0,PZ26tRNA,70,Das,69.44942921635688
Das,1,2.808,31,3.253,34,0.863,25,1.0,1,0.894,14,0.802,26,1.33,20,15.588,3,0.652,39,0.0,1,0.0,0,PZ26tRNA,70,Das,69.19791324774638
Ding,3,10.943,57,16.161,56,0.677,56,0.909,51,-1.0,51,0.612,56,17.29,57,24.27,58,0.374,56,0.0,1,4.028e-13,0,PZ26tRNA,70,Ding,70.34353042926014
Ding,2,10.346,56,16.46,57,0.629,57,0.834,57,-1.0,51,0.563,57,10.64,49,27.31,67,0.352,57,0.0,1,3.386e-14,0,PZ26tRNA,70,Ding,71.44998492039143
Ding,1,6.325,55,9.201,55,0.687,55,0.933,50,0.0,50,0.618,55,11.97,51,23.401,55,0.377,55,0.0,1,0.0,0,PZ26tRNA,70,Ding,69.1932691246924
Chen,9,5.538,54,6.42,54,0.863,25,1.0,1,0.894,14,0.805,24,0.44,7,22.794,47,0.613,45,0.0,1,0.0,0,PZ26tRNA,70,Chen,71.45175285544912
Chen,3,5.458,53,6.204,53,0.88,12,0.978,47,1.0,1,0.83,12,0.44,7,21.875,43,0.656,36,0.0,1,0.0,0,PZ26tRNA,70,Chen,71.4882722938147
Chen,6,4.924,52,5.662,52,0.87,19,1.0,1,1.0,1,0.805,24,0.44,7,22.471,46,0.614,44,0.0,1,0.0,0,PZ26tRNA,70,Chen,68.8902991337817
Chen,10,4.433,51,4.999,46,0.887,9,1.0,1,1.0,1,0.83,12,0.44,7,23.133,49,0.616,43,0.0,1,0.0,0,PZ26tRNA,70,Chen,69.00596553186307
Adamiak,4,4.111,47,4.67,42,0.88,12,1.0,1,0.632,47,0.845,8,10.2,48,23.358,54,0.583,48,0.0,1,0.0,0,PZ26tRNA,70,Szachniuk,69.58315317547795
Adamiak,2,4.021,46,4.63,41,0.868,22,1.0,1,0.632,47,0.828,14,9.31,47,23.322,53,0.584,47,0.0,1,0.0,0,PZ26tRNA,70,Szachniuk,69.58362979974922
Bujnicki,5,4.322,50,4.717,43,0.916,1,1.0,1,1.0,1,0.874,2,0.0,1,19.607,36,0.655,37,0.0,1,0.0,0,PZ26tRNA,70,Bujnicki,69.05246251925718
Chen,4,2.844,34,3.206,31,0.887,9,0.978,47,1.0,1,0.841,9,0.44,7,21.792,42,0.67,4,0.0,1,0.0,0,PZ26tRNA,70,Chen,69.23979120081465
Chen,2,3.055,35,3.418,36,0.894,8,1.0,1,1.0,1,0.841,9,2.22,43,22.008,44,0.663,10,0.0,1,0.0,0,PZ26tRNA,70,Chen,69.19755298161081
Bujnicki,4,3.089,36,3.41,35,0.906,3,1.0,1,1.0,1,0.86,4,0.0,1,19.239,35,0.66,22,0.0,1,0.0,0,PZ26tRNA,70,Bujnicki,70.1700740869249
Bujnicki,3,3.28,37,3.6,37,0.911,2,1.0,1,1.0,1,0.867,3,0.0,1,18.468,31,0.681,2,0.0,1,0.0,0,PZ26tRNA,70,Bujnicki,71.03470695363404
Chen,5,3.535,38,3.941,38,0.897,7,0.978,47,1.0,1,0.856,5,6.22,45,22.407,45,0.666,6,0.0,1,0.0,0,PZ26tRNA,70,Chen,71.40108193530165
FARFAR2,10,2.811,32,3.211,32,0.876,16,1.0,1,0.894,14,0.821,17,0.89,13,15.935,20,0.651,40,0.0,1,0.0,0,PZ26tRNA,70,Das,70.61516433236363
Xiao,2,3.633,39,5.257,47,0.691,50,0.86,52,-1.0,51,0.66,50,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,70,Xiao,70.99506135465847
Xiao,3,3.633,39,5.257,47,0.691,50,0.86,52,-1.0,51,0.66,50,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,70,Xiao,70.342913224626
Xiao,4,3.633,39,5.257,47,0.691,50,0.86,52,-1.0,51,0.66,50,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,70,Xiao,68.5471399029494
Xiao,5,3.633,39,5.257,47,0.691,50,0.86,52,-1.0,51,0.66,50,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,70,Xiao,69.09327752941239
Chen,8,3.777,44,4.303,39,0.878,15,1.0,1,0.894,14,0.825,15,0.0,1,23.407,56,0.612,46,0.0,1,0.0,0,PZ26tRNA,70,Chen,68.54055786855497
Chen,7,3.987,45,4.532,40,0.88,12,1.0,1,1.0,1,0.818,19,0.44,7,23.05,48,0.618,42,0.0,1,0.0,0,PZ26tRNA,70,Chen,70.02227333827757
Xiao,1,3.633,39,5.257,47,0.691,50,0.86,52,-1.0,51,0.66,50,15.52,52,26.457,62,0.522,50,0.0,1,0.0,0,PZ26tRNA,70,Xiao,69.96570918986419
Adamiak,2,19.126,45,24.325,44,0.786,29,0.943,6,0.6,33,0.726,30,10.37,49,29.522,61,0.152,47,0.0,1,0.0,0,PZ27,230,Szachniuk,229.43971167672245
Adamiak,1,19.064,44,24.556,45,0.776,32,0.95,1,0.387,40,0.718,32,10.64,50,29.53,62,0.182,9,0.0,1,0.0,0,PZ27,230,Szachniuk,230.7005967185202
Chen,6,17.044,43,21.572,40,0.79,28,0.936,8,0.639,30,0.737,26,3.36,6,28.68,49,0.17,17,0.0,1,0.0,0,PZ27,230,Chen,229.59930423395338
Bujnicki,3,15.933,39,22.338,42,0.713,36,0.785,40,0.559,36,0.695,35,2.96,5,27.728,39,0.196,2,0.0,1,0.0,0,PZ27,230,Bujnicki,230.58057913254666
Chen,7,16.066,40,20.594,39,0.78,30,0.943,6,0.639,30,0.718,32,3.5,7,28.403,44,0.177,10,0.0,1,0.0,0,PZ27,230,Chen,229.25590643310628
Chen,10,15.654,38,19.348,36,0.809,1,0.945,2,0.7,24,0.757,2,7.27,34,28.517,46,0.15,48,0.0,1,0.0,0,PZ27,230,Chen,228.74037651142407
Bujnicki,1,15.648,37,21.937,41,0.713,36,0.798,37,0.559,36,0.692,36,2.02,3,27.113,35,0.19,4,0.0,1,0.0,0,PZ27,230,Bujnicki,228.53113839267843
Chen,5,15.283,36,19.659,38,0.777,31,0.913,25,0.667,25,0.729,29,4.85,11,29.084,53,0.189,5,0.0,1,0.0,0,PZ27,230,Chen,230.10624894091015
Bujnicki,4,23.414,46,33.015,46,0.709,40,0.804,36,0.527,39,0.685,40,0.81,1,28.048,41,0.176,11,0.0,1,0.0,0,PZ27,230,Bujnicki,228.96429551753906
Bujnicki,2,16.403,41,23.04,43,0.712,38,0.791,39,0.632,32,0.687,38,1.08,2,26.88,34,0.184,6,0.0,1,0.0,0,PZ27,230,Bujnicki,230.53965182613177
Bujnicki,5,23.548,47,33.076,47,0.712,38,0.795,38,0.559,36,0.691,37,3.77,8,28.097,42,0.198,1,0.0,1,0.0,0,PZ27,230,Bujnicki,230.67435630337388
Xiao,4,30.295,49,48.742,49,0.622,41,0.711,41,-1.0,44,0.608,41,16.97,52,29.272,55,0.176,11,0.0,1,0.0,0,PZ27,230,Xiao,230.79582051011167
Xiao,1,41.009,50,93.454,50,0.439,43,0.302,43,0.0,41,0.508,43,6.46,21,30.473,66,0.176,11,0.0,1,0.0006522,0,PZ27,230,Xiao,229.12567058860617
Xiao,2,43.031,51,98.062,51,0.439,43,0.302,43,0.0,41,0.508,43,8.75,47,30.472,65,0.176,11,0.0,1,0.01823,0,PZ27,230,Xiao,229.77249319854462
Xiao,3,45.206,52,103.017,52,0.439,43,0.302,43,0.0,41,0.508,43,6.06,15,30.473,66,0.176,11,0.0,1,0.1885,0,PZ27,230,Xiao,230.921690067775
TFN,8,15.177,35,19.059,35,0.796,16,0.929,9,0.843,1,0.739,22,7.54,39,23.617,6,0.159,35,0.0,1,0.0,0,PZ27,230,Das,229.32395965723256
Xiao,5,27.203,48,43.768,48,0.622,41,0.711,41,-1.0,44,0.608,41,14.68,51,29.272,55,0.176,11,0.0,1,0.0,0,PZ27,230,Xiao,229.25591788905095
FARFAR2,5,14.745,33,18.384,32,0.802,4,0.91,26,0.8,8,0.757,2,6.87,25,24.189,24,0.17,17,0.0,1,0.0,0,PZ27,230,Das,228.9695738619696
FARFAR2,10,16.598,42,16.598,28,-1.0,46,-1.0,46,-1.0,44,-1.0,46,6.19,16,23.677,12,0.16,26,0.0,1,0.0,0,PZ27,230,Das,230.39055938011288
Chen,8,14.74,32,18.569,34,0.794,22,0.944,3,0.667,25,0.737,26,4.04,9,29.262,54,0.146,50,0.0,1,0.0,0,PZ27,230,Chen,229.69457304963169
Chen,2,11.701,14,15.167,20,0.772,33,0.929,9,0.572,34,0.719,31,5.66,14,30.021,64,0.184,6,0.0,1,0.0,0,PZ27,230,Chen,228.82616026967125
Chen,9,11.691,13,14.458,15,0.809,1,0.944,3,0.667,25,0.759,1,4.17,10,28.668,48,0.156,45,0.0,1,0.0,0,PZ27,230,Chen,230.5593513607861
TFN,9,11.632,12,14.656,17,0.794,22,0.922,13,0.763,23,0.743,19,6.87,25,23.828,16,0.161,25,0.0,1,0.0,0,PZ27,230,Das,229.50846402295343
TFN,4,11.629,11,14.556,16,0.799,12,0.922,13,0.8,8,0.747,13,7.54,39,25.149,30,0.149,49,0.0,1,0.0,0,PZ27,230,Das,228.7536836017735
TFN,3,11.32,10,14.143,14,0.8,9,0.929,9,0.8,8,0.747,13,8.08,46,24.38,26,0.16,26,0.0,1,0.0,0,PZ27,230,Das,229.8814514645472
TFN,10,10.94,9,13.683,13,0.8,9,0.916,22,0.8,8,0.751,8,8.75,47,23.813,13,0.154,46,0.0,1,0.0,0,PZ27,230,Das,229.249580248687
Chen,4,11.71,15,14.796,18,0.791,27,0.944,3,0.667,25,0.735,28,4.85,11,29.497,60,0.184,6,0.0,1,0.0,0,PZ27,230,Chen,229.5459756655012
FARFAR2,1,10.838,7,13.625,12,0.795,18,0.91,26,0.8,8,0.747,13,6.19,16,24.052,22,0.158,40,0.0,1,0.0,0,PZ27,230,Das,230.12304473716833
FARFAR2,8,10.677,5,10.677,1,-1.0,46,-1.0,46,-1.0,44,-1.0,46,7.0,31,23.518,2,0.16,26,0.0,1,0.0,0,PZ27,230,Das,228.67017000435715
Das,5,10.677,5,13.422,11,0.795,18,0.922,13,0.843,1,0.741,21,7.0,31,23.518,2,0.16,26,0.0,1,0.0,0,PZ27,230,Das,230.99205762169936
FARFAR2,6,10.333,4,13.031,10,0.793,25,0.922,13,0.8,8,0.739,22,7.27,34,24.391,27,0.159,35,0.0,1,0.0,0,PZ27,230,Das,229.30968581472325
FARFAR2,2,10.115,2,12.698,8,0.797,14,0.922,13,0.8,8,0.745,17,7.81,43,23.823,14,0.157,42,0.0,1,0.0,0,PZ27,230,Das,231.39615182403122
Das,4,14.745,33,18.384,32,0.802,4,0.91,26,0.8,8,0.757,2,6.87,25,24.189,24,0.17,17,0.0,1,0.0,0,PZ27,230,Das,230.11219633924208
TFN,2,9.498,1,11.896,5,0.798,13,0.922,13,0.8,8,0.747,13,7.41,38,23.403,1,0.16,26,0.0,1,0.0,0,PZ27,230,Das,229.85334591119522
Das,8,10.838,7,10.838,2,-1.0,46,-1.0,46,-1.0,44,-1.0,46,6.19,16,24.052,22,0.158,40,0.0,1,0.0,0,PZ27,230,Das,228.61620297935934
Das,6,11.807,16,11.807,3,-1.0,46,-1.0,46,-1.0,44,-1.0,46,6.19,16,23.829,17,0.159,35,0.0,1,0.0,0,PZ27,230,Das,229.13097699488952
Das,2,10.115,2,12.698,8,0.797,14,0.922,13,0.8,8,0.745,17,7.81,43,23.823,14,0.157,42,0.0,1,0.0,0,PZ27,230,Das,229.82691650267316
Das,9,11.83,18,14.796,18,0.8,9,0.91,26,0.843,1,0.751,8,6.87,25,23.632,7,0.164,20,0.0,1,0.0,0,PZ27,230,Das,229.68146667724733
FARFAR2,9,11.807,16,11.807,3,-1.0,46,-1.0,46,-1.0,44,-1.0,46,6.19,16,23.829,17,0.159,35,0.0,1,0.0,0,PZ27,230,Das,229.61802820829814
Chen,1,14.581,31,19.613,37,0.743,35,0.897,35,0.667,25,0.686,39,4.85,11,28.841,50,0.144,52,0.0,1,0.0,0,PZ27,230,Chen,231.08249861057735
TFN,5,13.771,30,17.35,30,0.794,22,0.916,22,0.843,1,0.739,22,6.6,22,25.136,29,0.159,35,0.0,1,0.0,0,PZ27,230,Das,229.22105135897658
Chen,3,13.622,29,17.95,31,0.759,34,0.904,32,0.572,34,0.71,34,2.29,4,28.02,40,0.194,3,0.0,1,0.0,0,PZ27,230,Chen,229.0980186995352
TFN,7,13.409,28,16.709,29,0.802,4,0.929,9,0.8,8,0.751,8,7.54,39,23.675,11,0.157,42,0.0,1,0.0,0,PZ27,230,Das,229.77768720334007
Das,10,13.209,27,16.597,27,0.796,16,0.922,13,0.8,8,0.743,19,7.0,31,23.643,8,0.145,51,0.0,1,0.0,0,PZ27,230,Das,228.7110584223151
TFN,1,13.051,26,16.222,26,0.804,3,0.922,13,0.843,1,0.753,7,7.81,43,23.886,19,0.16,26,0.0,1,0.0,0,PZ27,230,Das,230.46058737158094
TFN,6,12.5,25,15.779,25,0.792,26,0.916,22,0.8,8,0.739,22,7.54,39,24.812,28,0.16,26,0.0,1,0.0,0,PZ27,230,Das,229.0640258661865
FARFAR2,3,12.257,23,15.274,21,0.802,4,0.91,26,0.843,1,0.755,5,6.73,23,24.033,20,0.163,23,0.0,1,0.0,0,PZ27,230,Das,229.51051585831547
Das,1,12.257,23,15.274,21,0.802,4,0.91,26,0.843,1,0.755,5,6.73,23,24.033,20,0.163,23,0.0,1,0.0,0,PZ27,230,Das,230.27514464915868
FARFAR2,4,12.16,21,15.286,23,0.795,18,0.904,32,0.8,8,0.749,11,6.87,25,23.533,4,0.164,20,0.0,1,0.0,0,PZ27,230,Das,231.1159645051677
Das,3,12.16,21,15.286,23,0.795,18,0.904,32,0.8,8,0.749,11,6.87,25,23.533,4,0.164,20,0.0,1,0.0,0,PZ27,230,Das,230.39302409066232
FARFAR2,7,12.122,19,12.122,6,-1.0,46,-1.0,46,-1.0,44,-1.0,46,7.27,34,23.668,9,0.16,26,0.0,1,0.0,0,PZ27,230,Das,228.6447253312386
Das,7,12.122,19,12.122,6,-1.0,46,-1.0,46,-1.0,44,-1.0,46,7.27,34,23.668,9,0.16,26,0.0,1,0.0,0,PZ27,230,Das,229.4425899862682
Adamiak,2,20.254,46,26.675,41,0.759,29,0.953,1,0.668,32,0.682,34,10.76,46,29.724,61,0.362,45,0.0,1,0.0,0,PZ27tBox,155,Szachniuk,155.31903987814255
Adamiak,1,20.242,45,27.1,42,0.747,34,0.94,2,0.378,46,0.685,33,9.96,39,31.811,64,0.359,47,0.0,1,0.0,0,PZ27tBox,155,Szachniuk,155.0183138616475
Chen,6,19.518,44,26.434,40,0.738,37,0.916,6,0.571,39,0.677,36,2.79,6,27.053,42,0.433,38,0.0,1,0.0,0,PZ27tBox,155,Chen,156.19869209601003
Bujnicki,5,19.468,43,31.089,46,0.626,47,0.728,47,0.436,43,0.604,46,4.78,12,28.75,57,0.427,41,0.0,1,0.0,0,PZ27tBox,155,Bujnicki,155.9543347638359
Bujnicki,1,18.158,40,28.483,43,0.637,45,0.734,45,0.436,43,0.617,43,2.79,6,28.438,54,0.435,36,0.0,1,0.0,0,PZ27tBox,155,Bujnicki,156.29294631669913
Bujnicki,3,18.393,41,28.508,44,0.645,43,0.734,45,0.436,43,0.627,42,3.99,9,28.12,50,0.416,43,0.0,1,0.0,0,PZ27tBox,155,Bujnicki,155.96202536407668
FARFAR2,10,17.402,36,22.77,34,0.764,10,0.882,26,0.845,1,0.717,13,8.17,18,19.775,1,0.437,35,0.0,1,0.0,0,PZ27tBox,155,Das,155.87135020369004
Chen,7,18.122,39,24.441,39,0.741,36,0.94,2,0.617,33,0.665,39,4.78,12,28.865,58,0.438,34,0.0,1,0.0,0,PZ27tBox,155,Chen,155.13751142882373
TFN,8,17.804,38,23.285,37,0.765,9,0.903,11,0.845,1,0.709,25,10.17,43,20.028,5,0.484,14,0.0,1,0.0,0,PZ27tBox,155,Das,156.0156172748405
Chen,10,17.647,37,23.274,36,0.758,31,0.919,5,0.676,31,0.698,32,9.17,25,26.29,36,0.432,39,0.0,1,0.0,0,PZ27tBox,155,Chen,155.7756939203392
Bujnicki,2,18.952,42,29.553,45,0.641,44,0.744,43,0.567,40,0.613,44,1.0,4,27.629,46,0.444,33,0.0,1,0.0,0,PZ27tBox,155,Bujnicki,154.1087934706827
Bujnicki,4,22.489,47,35.807,47,0.628,46,0.744,43,0.378,46,0.603,47,1.2,5,28.675,56,0.417,42,0.0,1,0.0,0,PZ27tBox,155,Bujnicki,154.1362976940822
FARFAR2,5,16.971,34,22.145,32,0.766,7,0.872,34,0.772,16,0.726,5,9.17,25,20.578,17,0.447,29,0.0,1,0.0,0,PZ27tBox,155,Das,155.84398034314273
Xiao,3,43.041,50,151.618,50,0.284,50,0.0,50,0.0,48,0.4,50,0.6,1,35.561,66,0.149,50,0.0,1,0.9978,0,PZ27tBox,155,Xiao,154.11180385341544
Xiao,2,43.041,50,151.618,50,0.284,50,0.0,50,0.0,48,0.4,50,0.6,1,35.56,65,0.149,50,0.0,1,0.9978,0,PZ27tBox,155,Xiao,154.8654643861007
Xiao,1,43.041,50,151.618,50,0.284,50,0.0,50,0.0,48,0.4,50,0.6,1,35.561,66,0.149,50,0.0,1,0.9978,0,PZ27tBox,155,Xiao,156.1775448659961
Xiao,5,26.696,48,45.717,48,0.584,48,0.695,48,-1.0,51,0.564,48,11.36,51,29.884,62,0.185,48,0.0,1,2.352e-10,0,PZ27tBox,155,Xiao,156.2055704320557
Xiao,4,26.696,48,45.717,48,0.584,48,0.695,48,-1.0,51,0.564,48,11.16,50,29.884,62,0.185,48,0.0,1,2.352e-10,0,PZ27tBox,155,Xiao,154.7003368319123
Das,4,16.971,34,22.145,32,0.766,7,0.872,34,0.772,16,0.726,5,9.17,25,20.578,17,0.447,29,0.0,1,0.0,0,PZ27tBox,155,Das,153.50485031239975
Das,10,15.251,27,20.064,27,0.76,23,0.892,15,0.772,16,0.709,25,8.97,24,20.026,4,0.453,28,0.0,1,0.0,0,PZ27tBox,155,Das,156.29263578657128
FARFAR2,9,13.535,12,17.76,12,0.762,19,0.882,26,0.845,1,0.714,21,8.17,18,20.446,15,0.476,19,0.0,1,0.0,0,PZ27tBox,155,Das,153.93138610019224
Das,6,13.535,12,17.76,12,0.762,19,0.882,26,0.845,1,0.714,21,8.17,18,20.446,15,0.476,19,0.0,1,0.0,0,PZ27tBox,155,Das,153.91247173577838
Das,9,13.211,11,17.286,11,0.764,10,0.872,34,0.845,1,0.719,8,9.17,25,20.388,12,0.466,27,0.0,1,0.0,0,PZ27tBox,155,Das,153.92065471105556
TFN,3,12.814,10,16.659,8,0.769,6,0.903,11,0.845,1,0.715,20,10.96,49,21.283,28,0.446,32,0.0,1,0.0,0,PZ27tBox,155,Das,153.53792934807586
FARFAR2,1,12.743,8,16.721,9,0.762,19,0.872,34,0.772,16,0.719,8,8.17,18,20.63,20,0.472,23,0.0,1,0.0,0,PZ27tBox,155,Das,155.31671857177614
Das,8,12.743,8,16.721,9,0.762,19,0.872,34,0.772,16,0.719,8,8.17,18,20.63,20,0.472,23,0.0,1,0.0,0,PZ27tBox,155,Das,154.6799517956281
TFN,4,13.592,14,17.781,14,0.764,10,0.892,15,0.772,16,0.716,18,10.16,42,21.407,29,0.471,25,0.0,1,0.0,0,PZ27tBox,155,Das,156.05073344028148
TFN,10,12.702,7,16.48,7,0.771,5,0.882,26,0.772,16,0.729,3,11.36,51,20.774,24,0.486,12,0.0,1,0.0,0,PZ27tBox,155,Das,154.85466402970772
Das,5,12.023,5,15.82,5,0.76,23,0.892,15,0.845,1,0.707,28,9.37,33,20.221,8,0.481,17,0.0,1,0.0,0,PZ27tBox,155,Das,154.1359799356919
FARFAR2,2,11.538,3,15.097,3,0.764,10,0.892,15,0.772,16,0.717,13,10.76,46,19.827,2,0.518,4,0.0,1,0.0,0,PZ27tBox,155,Das,156.29205166908514
Das,2,11.538,3,15.097,3,0.764,10,0.892,15,0.772,16,0.717,13,10.76,46,19.827,2,0.518,4,0.0,1,0.0,0,PZ27tBox,155,Das,154.80922277882098
